id,subject,body,hash_tags,author,date,location
post_17592216754403,,Ceren Üstün just joined Regent's Park.,,Ceren Üstün,2023-04-07T21:25:42.404Z,regentspark
post_17592216387254,Peaceful Ramadan to all,,,William Hendry,2023-03-27T07:06:25.713Z,regentspark
post_17592216734218,Realty,,,Mido Gomaa,2023-04-07T09:22:15.893Z,regentspark
post_17592216711746,Tomorrow is the last day to subscribe to a 25% discount on the opening of my online shop.,"I sell classy, high quality 14-18k gold plated stainless steel jewelleries for affordable prices. 

Thank you to the ones that have subscribed already. There are still people that have subscribed but not accepted the subscription through their emails.

I won’t be able to add you to the subscription with a confirmation from you. 

HOW IT WORKS:

1 Click on the link to my website.
www.sarrido.com.

2) Enter your email.

3) Go back to your email and confirm the subscription.

4) A 25% discount will be sent to your email tomorrow. 

Please note: Tomorrow is the last day to subscribe for a 25% discount. 

Join me on Instagram for updates, sale announcements, giveaways and more.

http://Instagram.com/sarrido.London

Don’t miss out!",,Ara Cam,2023-04-06T13:02:50.878Z,regentspark
post_17592216702954,,,,Luba Vyaznikova,2023-04-06T08:14:04.950Z,regentspark
post_17592216663650,,,,Eva P.,2023-04-04T21:08:40.223Z,regentspark
post_17592216662112,,Matthew Bussey just joined Regent's Park.,,Matthew Bussey,2023-04-04T20:07:45.686Z,regentspark
post_17592216655923,Next community clinic days: 20th of April.,"We can help with: Neck/Shoulder/Back/Knee Pain, Headaches, Migraines, Digestive issues, Women's Health, Anxiety, Stress, Tinnitus and many more.

Initial session: £35
Follow-up session: £30

https://four-gates-community-acupuncture.reservio.com/services",,Juliana Miranda,2023-04-04T16:53:28.918Z,regentspark
post_17592216621096,We are preparing for the launch of our shop this week.,"Why not join us and select among a wide range of quality and beautiful statement pieces made of gold plated stainless steel for affordable prices. 

Don’t forget to subscribe to our mailing list for a 25% discount. 
Accept the subscription in your email to receive your discount code on the 7th of April. 

You can also find us on Etsy. But the discount code won’t be accepted on Etsy, it will only be accepted through our website.
However, you can still benefit from a 20% discount on Etsy.

Opening day of our shop will be on the 9th of April at 1 pm.
(LIMITED STOCK ONLY)

Website : www.sarrido.com

Follow us on insta for updates, videos, sales announcements and more

http://Instagram.com/sarrido.London

Thanks",,Ara Cam,2023-04-03T15:38:21.690Z,regentspark
post_17592216589631,,,,Nazima Islam,2023-04-02T16:23:13.449Z,regentspark
post_17592216576188,does anyone have any unwanted clean white material / sheets / bedding?,looking for materials to practice dyeing,,Rachel Be,2023-04-02T09:30:48.865Z,regentspark
post_17592216567045,Visit my website www.sarrido.com and sign to the mailing list for a chance to get a 25% discount on our opening day.,"Follow my Instagram and TikTok page for updates, videos/pictures and more @sarrido.London

http://Instagram.com/sarrido.London",,Ara Cam,2023-04-01T20:55:16.036Z,regentspark
post_17592216526980,“Know that you are your only limit”,"Hello everyone, I am
excited to let you know that I am finally launching my jewelry business next week on 9th April at 1 pm. 

Would appreciate it if you can follow and support my page on instagram and TikTok. 

We will have a 20% opening sale on the day. However, if you sign to our mailing list you’ll get an extra 5% off. 
Head over to my website page and join us.

Make sure to accept the submission in your email to get your discount code before the expiring date 7th April.
A code will be sent to you on the day 
(7th April).

Instagram and TikTok: @Sarrido.London

http://Instagram.com/sarrido.London

Head over to my website for a 25% discount.

www.sarrido.com",,Ara Cam,2023-03-31T13:36:22.138Z,regentspark
post_17592216520748,,Carlos Santana Rubiño just joined Upper Street.,,Carlos Santana Rubiño,2023-03-31T10:02:11.508Z,regentspark
post_17592216485001,Signed.,"And just to make another announcement. In ONE month time, we n Regents Park estate will celebrate 2 years of scaffolding all around our buildings and NOT 1 MINUTE of WORK has been done!!!!!!!
HALF a million pounds have been WAISTED now!!!!!!
40 ground floor flats have now their daylight stolen for TWO YEARS!!!!!!!
And this is backed up by our Labour councillors!!!!!!!!!
SHAME on CAMDEN!!!!!!!
And SHAME on Labour!!!!!!!
And before anyone attacks me, NO, I am NOT a conservative supporter either!!!!!
But I am SO FED UP, with my Labour councillors, Heather Johnson and Nasim All, because they are USELESS!!!",,Danny Bouve,2023-03-30T07:07:38.235Z,regentspark
post_17592216497358,Next community clinic day: 20th of April.,"We can help with: Neck/Shoulder/Back/Knee Pain, Headaches, Migraines, Digestive issues, Women's Health, Anxiety, Stress, Tinnitus and many more.

Initial session: £35
Follow-up session: £30

https://four-gates-community-acupuncture.reservio.com/services",,Juliana Miranda,2023-03-30T13:43:17.564Z,regentspark
post_17592216472676,20% SALES-I am glad to announce that I am finally launching my jewellery business on the 9th of April.,"Exclusive offers on gold
Plated stainless steel collections.

We have a 20% opening sale on the day. 
And you have a chance to receive an extra 5% off on the 20% opening sale when you join our mailing list. Offer expires 7th of April. So hurry and join us!

You can find us on Etsy on the day of opening and I also have a beautiful website that you can visit. 
Head over to www.sarrido.com and SUBSCRIBE for an extra 5% off.

Would appreciate it if you can follow my Instagram and TikTok to support and show some love. 

http://Instagram.com/sarrido.London

Thank you",,Ara Cam,2023-03-29T17:10:47.322Z,regentspark
post_17592216427321,,banoo hosseini just joined Regent's Park.,,banoo hosseini,2023-03-28T10:38:22.191Z,regentspark
post_17592216364072,Anyone have unwanted suitcases,,,Ibtisam Mohamed,2023-03-26T12:23:58.239Z,regentspark
